	Line	ProductDescription	DateTime_Out	Feed	OutputGood	Scrap	Error_Count	Sum_Duration	Sum_Staff
828	1	5	2018-02-09 13:00:00	8690	8586	104	53	960	7
829	1	5	2018-02-09 14:00:00	9227	9126	101	51	814	6
830	1	5	2018-02-09 15:00:00	8156	8100	56	19	5188	6
831	1	5	2018-02-09 16:00:00	8512	8478	34	16	358	3
832	1	5	2018-02-09 17:00:00	1532	2034	-502	76	888	3
833	1	1	2018-02-09 18:00:00	3554	2916	638	73	582	3
834	1	1	2018-02-09 19:00:00	8575	8424	151	82	320	3
835	1	1	2018-02-09 20:00:00	9120	9072	48	95	520	3
836	1	1	2018-02-09 21:00:00	9772	9612	160	114	518	3
837	1	1	2018-02-09 22:00:00	9284	9234	50	105	606	6
838	1	1	2018-02-09 23:00:00	9380	9342	38	117	354	6
839	1	1	2018-02-10 00:00:00	9011	8802	209	111	590	3
840	1	1	2018-02-10 01:00:00	9836	9774	62	144	694	3
841	1	1	2018-02-10 02:00:00	9043	8964	79	64	2562	3
842	1	1	2018-02-10 03:00:00	8764	8640	124	69	936	3
843	1	1	2018-02-10 04:00:00	4378	4914	-536	115	490	3
844	1	1	2018-02-10 05:00:00	6734	6300	434	126	440	3
845	1	1	2018-02-10 06:00:00	9472	9234	238	120	1528	6
846	1	1	2018-02-10 07:00:00	9532	9450	82	91	712	3
847	1	1	2018-02-10 08:00:00	7773	7722	51	113	778	3
848	1	1	2018-02-10 09:00:00	7123	6966	157	112	492	3
849	1	1	2018-02-10 10:00:00	8471	8424	47	90	1746	3
850	1	1	2018-02-10 11:00:00	9451	9396	55	98	588	3
851	1	1	2018-02-10 12:00:00	5468	5400	68	121	1266	3
852	1	1	2018-02-10 13:00:00	9139	9072	67	78	1180	3
853	1	1	2018-02-10 14:00:00	7093	7020	73	100	748	6
854	1	1	2018-02-10 15:00:00	7231	7074	157	108	1128	6
855	1	1	2018-02-10 16:00:00	8603	8586	17	84	1176	3
856	1	1	2018-02-10 17:00:00	7764	7722	42	109	968	3
857	1	1	2018-02-10 18:00:00	7150	7074	76	102	968	3
858	1	1	2018-02-10 19:00:00	8472	8370	102	131	596	3
859	1	1	2018-02-10 20:00:00	7562	7344	218	128	886	3
860	1	1	2018-02-10 21:00:00	8864	8748	116	137	390	3
861	1	1	2018-02-10 22:00:00	8016	7938	78	164	658	6
862	1	1	2018-02-10 23:00:00	9620	9558	62	193	508	6
863	1	1	2018-02-11 00:00:00	8695	8640	55	150	444	3
864	1	1	2018-02-11 01:00:00	9404	9342	62	161	544	3
865	1	1	2018-02-11 02:00:00	9224	9180	44	81	542	3
866	1	1	2018-02-11 03:00:00	9235	9180	55	70	482	3
867	1	1	2018-02-11 04:00:00	9414	9342	72	109	534	3
868	1	1	2018-02-11 05:00:00	9368	9342	26	101	498	3
869	1	1	2018-02-11 06:00:00	9292	9234	58	105	532	6
870	1	1	2018-02-11 07:00:00	9399	9342	57	97	382	3
871	1	1	2018-02-11 08:00:00	9316	9288	28	122	452	3
872	1	1	2018-02-11 09:00:00	9692	9612	80	83	1070	3
873	1	1	2018-02-11 10:00:00	9536	9504	32	109	730	3
874	1	1	2018-02-11 11:00:00	7756	7722	34	84	570	3
875	1	1	2018-02-11 12:00:00	8600	8586	14	125	1056	3
876	1	1	2018-02-11 13:00:00	9152	9072	80	48	2520	3
877	1	1	2018-02-11 14:00:00	7704	7722	-18	24	534	6
878	1	1	2018-02-11 15:00:00	4562	5022	-460	57	642	6
879	1	1	2018-02-11 16:00:00	8321	7668	653	79	1226	3
880	1	1	2018-02-11 17:00:00	8947	8910	37	73	610	3
881	1	1	2018-02-11 18:00:00	7220	7398	-178	115	288	6
882	1	1	2018-02-11 19:00:00	9356	9234	122	135	672	3
883	1	1	2018-02-11 20:00:00	10000	9990	10	113	546	3
884	1	1	2018-02-11 21:00:00	8841	8748	93	102	734	3
885	1	1	2018-02-11 22:00:00	9219	9234	-15	100	1376	6
886	1	1	2018-02-11 23:00:00	8688	8532	156	62	570	6
887	1	1	2018-02-12 00:00:00	7609	7290	319	93	526	3
888	1	1	2018-02-12 01:00:00	8584	8532	52	113	824	3
889	1	1	2018-02-12 02:00:00	8988	8964	24	77	458	3
890	1	1	2018-02-12 03:00:00	8627	8640	-13	60	1174	3
891	1	1	2018-02-12 04:00:00	9513	9342	171	70	5074	3
892	1	1	2018-02-12 05:00:00	7608	7614	-6	67	346	3
893	1	1	2018-02-12 06:00:00	8600	8532	68	47	652	6
894	1	1	2018-02-12 07:00:00	20	0	20	1	7634	3
895	1	1	2018-02-12 08:00:00	244	270	-26	27	396	3
896	1	1	2018-02-12 09:00:00	4724	4878	-154	51	436	3
897	1	1	2018-02-12 11:00:00	12	0	12	79	478	3
898	1	1	2018-02-12 12:00:00	505	486	19	92	680	3
899	1	1	2018-02-12 13:00:00	224	216	8	68	972	3
900	1	1	2018-02-12 14:00:00	2508	2322	186	46	310	6
901	1	1	2018-02-12 15:00:00	9040	8964	76	52	396	6
902	1	1	2018-02-12 16:00:00	8340	8262	78	62	568	3
903	1	1	2018-02-12 17:00:00	7365	7020	345	43	1046	3
904	1	1	2018-02-12 18:00:00	9832	9774	58	80	752	3
905	1	1	2018-02-12 19:00:00	9036	9018	18	61	476	3
906	1	1	2018-02-12 20:00:00	8794	8748	46	47	1234	3
907	1	1	2018-02-12 21:00:00	10000	9936	64	93	586	3
908	1	1	2018-02-12 22:00:00	9072	9126	-54	48	716	6
909	1	1	2018-02-12 23:00:00	6920	6804	116	66	576	6
910	1	1	2018-02-13 00:00:00	4340	4320	20	79	548	3
911	1	1	2018-02-13 01:00:00	7152	7074	78	26	7830	3
912	1	1	2018-02-13 02:00:00	8959	8910	49	60	1346	3
913	1	1	2018-02-13 03:00:00	6036	5994	42	80	506	3
914	1	1	2018-02-13 04:00:00	4859	4806	53	71	1138	3
915	1	1	2018-02-13 05:00:00	9054	9180	-126	6	3960	3
916	1	1	2018-02-13 06:00:00	6720	6480	240	44	220	6
917	1	1	2018-02-13 07:00:00	9476	9342	134	27	450	3
918	1	1	2018-02-13 08:00:00	7924	7992	-68	44	650	3
919	1	1	2018-02-13 09:00:00	178	666	-488	48	320	3
920	1	1	2018-02-13 10:00:00	8185	7560	625	40	896	3
921	1	1	2018-02-13 11:00:00	8616	8532	84	31	444	3
922	1	1	2018-02-13 12:00:00	10044	9990	54	52	532	3
923	1	1	2018-02-13 13:00:00	8264	8262	2	36	456	3
924	1	1	2018-02-13 14:00:00	9700	9666	34	51	1450	6
925	1	1	2018-02-13 15:00:00	9459	9288	171	32	958	6
926	1	1	2018-02-13 16:00:00	9707	9666	41	53	852	3
927	1	1	2018-02-13 17:00:00	6518	6534	-16	62	374	3
928	1	1	2018-02-13 18:00:00	8042	7992	50	32	370	3
929	1	1	2018-02-13 19:00:00	8479	8316	163	62	842	3
930	1	1	2018-02-13 20:00:00	9856	9882	-26	45	784	3
931	1	1	2018-02-13 21:00:00	10019	9882	137	63	444	3
932	1	1	2018-02-13 22:00:00	8501	8460	41	45	1142	6
933	1	1	2018-02-13 23:00:00	8520	8532	-12	33	346	6
934	1	1	2018-02-14 00:00:00	9914	9774	140	25	850	3
935	1	1	2018-02-14 01:00:00	7552	7470	82	55	960	3
936	1	1	2018-02-14 02:00:00	9884	9828	56	48	9966	3
937	1	1	2018-02-14 03:00:00	8500	8424	76	13	31286	3
938	1	1	2018-02-14 04:00:00	8022	7992	30	32	250	3
939	1	1	2018-02-14 05:00:00	9400	9234	166	49	588	3
940	1	1	2018-02-14 06:00:00	68	216	-148	59	764	6
941	1	1	2018-02-14 08:00:00	3579	3564	15	7	142	7
942	1	1	2018-02-14 09:00:00	10308	10152	156	42	464	4
943	1	1	2018-02-14 10:00:00	8491	8370	121	40	2350	4
944	1	1	2018-02-14 11:00:00	9272	9234	38	56	462	4
945	1	1	2018-02-14 12:00:00	9106	9126	-20	31	1474	4
946	1	1	2018-02-14 13:00:00	8451	8316	135	58	442	4
947	1	1	2018-02-14 14:00:00	9336	9288	48	30	2372	8
948	1	1	2018-02-14 15:00:00	8808	8748	60	58	536	8
949	1	1	2018-02-14 16:00:00	9690	9504	186	67	358	4
950	1	1	2018-02-14 17:00:00	9816	9774	42	53	366	4
951	1	1	2018-02-14 18:00:00	9564	9558	6	29	1774	4
952	1	1	2018-02-14 19:00:00	7508	7452	56	1	3290	4
953	1	1	2018-02-14 20:00:00	10268	10152	116	2	154	4
954	1	1	2018-02-14 21:00:00	2666	3168	-502	42	622	7
955	1	2	2018-02-15 00:00:00	2489	1836	653	36	2974	7
956	1	2	2018-02-15 01:00:00	9044	8964	80	44	848	7
957	1	2	2018-02-15 02:00:00	9147	8910	237	96	1166	7
958	1	2	2018-02-15 03:00:00	3407	3402	5	61	1082	7
959	1	2	2018-02-15 04:00:00	6848	6696	152	74	932	7
960	1	2	2018-02-15 05:00:00	7372	7344	28	160	930	7
961	1	2	2018-02-15 06:00:00	7996	7776	220	90	868	14
962	1	2	2018-02-15 07:00:00	7807	7668	139	36	1836	7
963	1	2	2018-02-15 08:00:00	8092	8100	-8	1	7076	7
964	1	2	2018-02-15 09:00:00	7991	7722	269	68	642	7
965	1	2	2018-02-15 10:00:00	6444	6876	-432	72	326	7
966	1	1	2018-02-15 13:00:00	8899	8532	367	38	494	7
967	1	1	2018-02-15 14:00:00	10448	10422	26	27	200	14
968	1	1	2018-02-15 15:00:00	8280	8208	72	67	400	14
969	1	1	2018-02-15 16:00:00	9564	9504	60	40	832	7
970	1	1	2018-02-15 17:00:00	10644	10584	60	54	746	7
971	1	1	2018-02-15 18:00:00	9728	9720	8	52	486	7
972	1	1	2018-02-15 19:00:00	8526	8478	48	49	456	7
973	1	1	2018-02-15 20:00:00	8928	8856	72	24	304	7
974	1	1	2018-02-15 21:00:00	9643	9504	139	53	236	7
975	1	1	2018-02-15 22:00:00	9516	9540	-24	42	486	14
976	1	1	2018-02-15 23:00:00	10416	10314	102	37	316	14
977	1	1	2018-02-16 00:00:00	10172	10134	38	58	272	7
978	1	1	2018-02-16 01:00:00	9926	9990	-64	42	344	7
979	1	1	2018-02-16 02:00:00	9952	9774	178	30	488	7
980	1	1	2018-02-16 03:00:00	10028	9990	38	45	306	7
981	1	1	2018-02-16 04:00:00	10035	9936	99	20	8906	7
982	1	1	2018-02-16 05:00:00	9628	9558	70	85	986	7
983	1	1	2018-02-16 06:00:00	10184	10098	86	126	556	14
984	1	1	2018-02-16 07:00:00	5356	5400	-44	124	342	7
985	1	1	2018-02-16 09:00:00	16	108	-92	67	502	7
986	1	1	2018-02-16 10:00:00	6136	5886	250	38	680	7
987	1	1	2018-02-16 11:00:00	7352	7236	116	49	528	7
988	1	1	2018-02-16 12:00:00	9628	9612	16	57	662	7
989	1	1	2018-02-16 13:00:00	8875	8694	181	51	418	7
990	1	1	2018-02-16 14:00:00	9445	9342	103	43	740	14
991	1	1	2018-02-16 15:00:00	9264	9180	84	25	344	14
992	1	1	2018-02-16 16:00:00	9586	9504	82	48	412	7
993	1	1	2018-02-16 17:00:00	8762	8964	-202	36	436	7
994	1	1	2018-02-16 18:00:00	10088	9774	314	41	2398	7
995	1	1	2018-02-16 19:00:00	9735	9774	-39	35	1960	7
996	1	1	2018-02-16 20:00:00	9792	9666	126	28	2306	7
997	1	1	2018-02-16 21:00:00	4065	4104	-39	66	560	7
998	1	1	2018-02-16 22:00:00	6431	6372	59	47	634	15
999	1	1	2018-02-16 23:00:00	2006	1890	116	78	322	7
1000	1	1	2018-02-16 23:00:00	2006	1890	116	78	322	7
1001	1	1	2018-02-17 00:00:00	9260	9180	80	118	744	4
1002	1	1	2018-02-17 01:00:00	9143	9072	71	125	498	4
1003	1	1	2018-02-17 02:00:00	9948	9990	-42	124	646	4
1004	1	1	2018-02-17 03:00:00	8830	8748	82	142	856	4
1005	1	1	2018-02-17 04:00:00	9312	9180	132	84	1958	4
1006	1	1	2018-02-17 05:00:00	8912	8910	2	109	664	4
1007	1	1	2018-02-17 06:00:00	8264	8262	2	25	2236	8
1008	1	1	2018-02-17 07:00:00	5072	5076	-4	33	922	4
1009	1	1	2018-02-17 08:00:00	8724	8586	138	58	720	4
1010	1	1	2018-02-17 09:00:00	5784	5886	-102	67	608	4
1011	1	1	2018-02-17 10:00:00	7996	7668	328	57	414	4
1012	1	1	2018-02-17 11:00:00	7596	7614	-18	50	490	4
1013	1	1	2018-02-17 12:00:00	9222	9018	204	67	512	4
1014	1	1	2018-02-17 13:00:00	9656	9666	-10	63	522	4
1015	1	1	2018-02-17 14:00:00	9600	9504	96	42	826	8
1016	1	1	2018-02-17 15:00:00	9524	9396	128	54	466	12
1017	1	1	2018-02-17 16:00:00	9348	9378	-30	57	830	4
1018	1	1	2018-02-17 17:00:00	8656	8532	124	39	412	4
1019	1	1	2018-02-17 18:00:00	9572	9504	68	78	980	4
1020	1	1	2018-02-17 19:00:00	8588	8478	110	57	502	4
1021	1	1	2018-02-17 20:00:00	9588	9558	30	54	230	4
1022	1	1	2018-02-17 21:00:00	8440	8370	70	43	292	4
1023	1	1	2018-02-17 22:00:00	9060	8964	96	55	480	8
1024	1	1	2018-02-17 23:00:00	10348	10260	88	53	240	9
1025	1	1	2018-02-18 00:00:00	10244	10152	92	39	956	5
1026	1	1	2018-02-18 01:00:00	9656	9612	44	48	226	5
1027	1	1	2018-02-18 02:00:00	10128	10098	30	55	868	5
1028	1	1	2018-02-18 03:00:00	8200	8100	100	50	182	5
1029	1	1	2018-02-18 04:00:00	10416	10314	102	85	336	5
1030	1	1	2018-02-18 05:00:00	8523	8424	99	57	2258	5
1031	1	1	2018-02-18 06:00:00	10368	10314	54	1	4860	10
1032	1	1	2018-02-18 07:00:00	9956	9882	74	16	436	5
1033	1	1	2018-02-18 08:00:00	5730	6210	-480	31	280	5
1034	1	7	2018-02-18 10:00:00	7828	3888	3940	120	422	5
1035	1	7	2018-02-18 11:00:00	9920	9774	146	119	680	5
1036	1	7	2018-02-18 12:00:00	10440	10260	180	147	664	5
1037	1	7	2018-02-18 13:00:00	9964	9882	82	106	802	5
1038	1	7	2018-02-18 14:00:00	8751	8910	-159	54	358	12
1039	1	7	2018-02-18 15:00:00	8628	8316	312	60	1118	8
1040	1	7	2018-02-18 16:00:00	9724	9666	58	83	632	3
1041	1	7	2018-02-18 17:00:00	8952	8910	42	112	648	3
1042	1	7	2018-02-18 18:00:00	9660	9504	156	124	848	3
1043	1	7	2018-02-18 19:00:00	9040	9072	-32	79	780	7
1044	1	7	2018-02-18 20:00:00	7830	7668	162	93	966	7
1045	1	7	2018-02-18 21:00:00	9028	9126	-98	95	1108	7
1046	1	7	2018-02-18 22:00:00	9467	9234	233	118	978	14
1047	1	7	2018-02-18 23:00:00	9932	9828	104	100	694	14
1048	1	7	2018-02-19 00:00:00	10088	10044	44	144	514	7
1049	1	7	2018-02-19 01:00:00	9596	9558	38	113	462	7
1050	1	7	2018-02-19 02:00:00	10112	10044	68	174	546	7
1051	1	7	2018-02-19 03:00:00	10224	10098	126	146	726	7
1052	1	7	2018-02-19 04:00:00	8672	8640	32	129	690	7
1053	1	7	2018-02-19 05:00:00	9600	9504	96	94	12774	3
1054	1	7	2018-02-19 06:00:00	10219	10152	67	78	230	7
1055	1	7	2018-02-19 07:00:00	9976	9936	40	38	1116	4
1056	1	7	2018-02-19 08:00:00	9827	9774	53	62	456	4
1057	1	7	2018-02-19 09:00:00	10332	10206	126	18	3230	4
1058	1	7	2018-02-19 10:00:00	9280	9342	-62	37	3398	4
1059	1	7	2018-02-19 11:00:00	7760	7614	146	122	2492	4
1060	1	7	2018-02-19 12:00:00	9752	9720	32	2	4628	4
1061	1	7	2018-02-19 13:00:00	2251	2214	37	28	304	4
1062	1	7	2018-02-19 14:00:00	9044	9018	26	31	2740	8
1063	1	7	2018-02-19 15:00:00	3172	3672	-500	21	252	8
1064	1	7	2018-02-19 16:00:00	2506	2052	454	36	1182	4
1065	1	7	2018-02-19 17:00:00	9360	9126	234	52	794	4
1066	1	7	2018-02-19 18:00:00	8396	8208	188	67	828	4
1067	1	7	2018-02-19 19:00:00	8008	7992	16	62	1140	4
1068	1	7	2018-02-19 20:00:00	7515	7560	-45	2	7032	4
1069	1	7	2018-02-19 21:00:00	6353	6498	-145	7	124	8
1070	1	11	2018-02-19 22:00:00	1334	756	578	40	260	8
1071	1	11	2018-02-19 23:00:00	4008	3780	228	40	230	8
1072	1	11	2018-02-20 00:00:00	3708	3780	-72	42	678	4
1073	1	11	2018-02-20 01:00:00	1263	1152	111	10	3292	4
1074	1	9	2018-02-20 01:00:00	1263	1152	111	10	3292	4
1075	1	9	2018-02-20 02:00:00	2576	2376	200	51	568	4
1076	1	9	2018-02-20 03:00:00	5728	5508	220	61	350	4
1077	1	9	2018-02-20 04:00:00	7480	7074	406	33	472	4
1078	1	9	2018-02-20 05:00:00	3174	3582	-408	52	382	4
1079	1	4	2018-02-20 06:00:00	6330	5778	552	47	744	8
1080	1	4	2018-02-20 07:00:00	9744	9612	132	53	1286	4
1081	1	4	2018-02-20 08:00:00	9544	9396	148	61	2260	4
1082	1	4	2018-02-20 09:00:00	8600	8532	68	92	562	4
1083	1	4	2018-02-20 10:00:00	6127	5994	133	28	230	4
1084	1	4	2018-02-20 11:00:00	10212	10152	60	36	830	4
1085	1	4	2018-02-20 12:00:00	9032	8964	68	41	1152	4
1086	1	4	2018-02-20 13:00:00	8876	8802	74	45	1314	7
1087	1	4	2018-02-20 14:00:00	4374	4788	-414	10	4586	6
1088	1	14	2018-02-20 15:00:00	4185	3618	567	28	424	6
1089	1	14	2018-02-20 16:00:00	2691	2592	99	48	634	3
1090	1	14	2018-02-20 17:00:00	0	306	-306	74	1200	3
1091	1	13	2018-02-20 18:00:00	3054	2430	624	29	2220	3
1092	1	13	2018-02-20 19:00:00	7573	7398	175	57	1000	7
1093	1	13	2018-02-20 20:00:00	6028	5994	34	49	710	4
1094	1	13	2018-02-20 21:00:00	8167	7884	283	66	510	4
1095	1	13	2018-02-20 22:00:00	1655	2196	-541	42	470	8
1096	1	4	2018-02-20 23:00:00	3326	2754	572	81	746	8
1097	1	4	2018-02-21 00:00:00	9348	9126	222	134	1424	4
1098	1	4	2018-02-21 01:00:00	8976	8964	12	16	2830	4
1099	1	4	2018-02-21 02:00:00	10076	9936	140	30	2146	4
1100	1	4	2018-02-21 03:00:00	9566	9396	170	36	28978	4
1101	1	4	2018-02-21 04:00:00	8843	8856	-13	96	760	4
1102	1	4	2018-02-21 05:00:00	9740	9504	236	114	498	4
1103	1	4	2018-02-21 06:00:00	8911	8802	109	71	386	8
1104	1	4	2018-02-21 07:00:00	2848	2934	-86	89	534	4
1105	1	4	2018-02-21 07:00:00	2848	2934	-86	89	534	4
1106	1	4	2018-02-21 08:00:00	9080	8802	278	2	1632	4
1107	1	4	2018-02-21 09:00:00	8196	8154	42	86	1016	4
1108	1	4	2018-02-21 10:00:00	9332	9180	152	23	800	4
1109	1	4	2018-02-21 11:00:00	7872	7830	42	2	4122	4
1110	1	4	2018-02-21 12:00:00	9792	9666	126	58	964	4
1111	1	4	2018-02-21 13:00:00	9512	9396	116	106	586	4
1112	1	4	2018-02-21 14:00:00	9224	9288	-64	35	3906	8
1113	1	4	2018-02-21 15:00:00	7554	7884	-330	23	1548	8
1114	1	1	2018-02-21 17:00:00	7656	7074	582	32	376	4
1115	1	1	2018-02-21 18:00:00	9132	9072	60	56	386	4
1116	1	1	2018-02-21 19:00:00	9576	9578	-2	75	334	4
1117	1	1	2018-02-21 20:00:00	9608	9504	104	39	554	4
1118	1	1	2018-02-21 21:00:00	8952	8910	42	90	598	4
1119	1	1	2018-02-21 22:00:00	8788	8748	40	36	336	8
1120	1	1	2018-02-21 23:00:00	9683	9558	125	29	282	8
1121	1	1	2018-02-22 00:00:00	8964	8910	54	62	458	4
1122	1	1	2018-02-22 01:00:00	8908	8856	52	52	312	4
1123	1	1	2018-02-22 02:00:00	8888	8910	-22	45	544	4
1124	1	1	2018-02-22 03:00:00	8222	8154	68	48	426	4
1125	1	1	2018-02-22 04:00:00	8232	8046	186	62	1388	4
1126	1	1	2018-02-22 05:00:00	8612	8640	-28	16	1778	4
1127	1	1	2018-02-22 06:00:00	8294	8208	86	37	1452	11
1128	1	1	2018-02-22 07:00:00	9812	9774	38	60	500	3
1129	1	1	2018-02-22 08:00:00	8980	8910	70	89	1038	3
1130	1	1	2018-02-22 09:00:00	8068	8046	22	52	998	3
1131	1	1	2018-02-22 10:00:00	3988	3996	-8	32	192	3
1132	1	1	2018-02-22 11:00:00	9592	9504	88	46	426	3
1133	1	1	2018-02-22 12:00:00	8876	8856	20	30	482	3
1134	1	1	2018-02-22 13:00:00	7108	7074	34	43	346	3
1135	1	1	2018-02-22 14:00:00	8968	8910	58	21	1064	6
1136	1	1	2018-02-22 15:00:00	8119	8046	73	36	488	6
1137	1	1	2018-02-22 16:00:00	9148	9126	22	34	230	3
1138	1	1	2018-02-22 17:00:00	8420	8316	104	22	1158	3
1139	1	1	2018-02-22 18:00:00	9400	9396	4	35	494	3
1140	1	1	2018-02-22 19:00:00	7976	7938	38	39	134	3
1141	1	1	2018-02-22 20:00:00	8224	8154	70	22	1120	3
1142	1	1	2018-02-22 21:00:00	8056	8100	-44	35	674	3
1143	1	1	2018-02-22 22:00:00	7863	7722	141	31	846	6
1144	1	1	2018-02-22 23:00:00	6460	6426	34	38	1616	6
1145	1	1	2018-02-23 00:00:00	8232	8154	78	19	1188	3
1146	1	1	2018-02-23 01:00:00	8818	8802	16	48	346	3
1147	1	1	2018-02-23 02:00:00	8860	8802	58	47	3396	3
1148	1	1	2018-02-23 03:00:00	4326	4860	-534	31	238	3
1149	1	7	2018-02-23 04:00:00	1014	432	582	29	774	3
1150	1	7	2018-02-23 05:00:00	2232	2268	-36	38	808	3
1151	1	7	2018-02-23 06:00:00	4572	4266	306	27	938	6
1152	1	7	2018-02-23 07:00:00	1772	1782	-10	32	1818	3
1153	1	7	2018-02-23 08:00:00	158	576	-418	43	2870	3
1154	1	2	2018-02-23 09:00:00	5226	4644	582	57	3350	3
1155	1	2	2018-02-23 11:00:00	2616	2538	78	57	658	3
1156	1	2	2018-02-23 12:00:00	2036	1998	38	42	258	3
1157	1	2	2018-02-23 13:00:00	2812	2808	4	34	398	3
1158	1	2	2018-02-23 14:00:00	6468	6372	96	35	428	6
1159	1	2	2018-02-23 15:00:00	8696	8802	-106	55	1886	6
1160	1	2	2018-02-23 16:00:00	8476	8262	214	33	430	3
1161	1	2	2018-02-23 17:00:00	8500	8478	22	40	800	3
1162	1	2	2018-02-23 18:00:00	6432	6372	60	38	342	3
1163	1	2	2018-02-23 19:00:00	9656	9720	-64	58	1516	3
1164	1	2	2018-02-23 20:00:00	8824	8586	238	44	542	3
1165	1	2	2018-02-23 21:00:00	8052	7956	96	40	436	3
1166	1	2	2018-02-23 22:00:00	9688	9612	76	15	3656	6
1167	1	2	2018-02-23 23:00:00	8843	8748	95	1	14340	6
1168	1	2	2018-02-24 00:00:00	2957	3474	-517	204	814	3
1169	1	1	2018-02-24 01:00:00	4826	4158	668	144	1414	3
1170	1	1	2018-02-24 02:00:00	9048	8964	84	125	1228	3
1171	1	1	2018-02-24 03:00:00	7068	6966	102	155	610	3
1172	1	1	2018-02-24 04:00:00	8020	8046	-26	154	1334	3
1173	1	1	2018-02-24 05:00:00	8312	8100	212	99	2850	3
1174	1	1	2018-02-24 06:00:00	7308	7290	18	106	514	6
1175	1	1	2018-02-24 07:00:00	6093	5940	153	141	1258	3
1176	1	1	2018-02-24 08:00:00	8928	8856	72	7	438	3
1177	1	1	2018-02-24 09:00:00	7024	6912	112	183	652	3
1178	1	1	2018-02-24 10:00:00	4494	4932	-438	29	4276	3
1179	1	1	2018-02-24 11:00:00	6388	5778	610	161	536	3
1180	1	1	2018-02-24 12:00:00	6904	6804	100	14	1210	3
1181	1	1	2018-02-24 13:00:00	8784	8748	36	28	278	3
1182	1	1	2018-02-24 14:00:00	9132	9126	6	48	304	6
1183	1	1	2018-02-24 15:00:00	672	1080	-408	58	470	6
1184	1	1	2018-02-24 22:00:00	1452	1026	426	25	362	6
1185	1	1	2018-02-24 23:00:00	6727	6642	85	29	198	6
1186	1	1	2018-02-25 00:00:00	8360	8262	98	44	278	3
1187	1	1	2018-02-25 01:00:00	9172	9126	46	39	208	3
1188	1	1	2018-02-25 02:00:00	8816	8748	68	27	232	3
1189	1	1	2018-02-25 03:00:00	9380	9342	38	29	554	3
1190	1	1	2018-02-25 04:00:00	9340	9288	52	36	238	3
1191	1	1	2018-02-25 05:00:00	9588	9558	30	44	546	3
1192	1	1	2018-02-25 06:00:00	8832	8802	30	86	1466	6
1193	1	1	2018-02-25 07:00:00	9380	9288	92	46	2444	3
1194	1	1	2018-02-25 08:00:00	9440	9396	44	18	438	3
1195	1	1	2018-02-25 09:00:00	9200	9126	74	43	286	3
1196	1	1	2018-02-25 10:00:00	9240	9288	-48	41	368	3
1197	1	1	2018-02-25 11:00:00	6544	6642	-98	41	600	3
1198	1	1	2018-02-25 12:00:00	916	864	52	42	544	3
1199	1	1	2018-02-25 13:00:00	4004	3942	62	53	338	3
1200	1	1	2018-02-25 14:00:00	8443	8262	181	40	850	6
1201	1	1	2018-02-25 15:00:00	7014	6912	102	23	120	6
1202	1	1	2018-02-25 16:00:00	8547	8640	-93	38	382	3
1203	1	1	2018-02-25 17:00:00	7232	7074	158	49	496	3
1204	1	1	2018-02-25 18:00:00	7252	7236	16	63	344	3
1205	1	1	2018-02-25 19:00:00	7920	7830	90	28	176	3
1206	1	1	2018-02-25 20:00:00	7388	7398	-10	24	4212	3
1207	1	1	2018-02-25 21:00:00	7816	7722	94	26	208	3
1208	1	1	2018-02-25 22:00:00	8101	7992	109	47	226	6
1209	1	1	2018-02-25 23:00:00	9212	9180	32	40	570	6
1210	1	1	2018-02-26 00:00:00	9008	8964	44	30	214	3
1211	1	1	2018-02-26 01:00:00	8455	8370	85	27	280	3
1212	1	1	2018-02-26 02:00:00	9544	9558	-14	23	220	3
1213	1	1	2018-02-26 03:00:00	9148	9288	-140	21	486	3
1214	1	1	2018-02-26 04:00:00	9268	9018	250	21	676	3
1215	1	1	2018-02-26 05:00:00	7434	7956	-522	38	510	3
1216	1	3	2018-02-26 07:00:00	678	162	516	129	766	3
1217	1	3	2018-02-26 08:00:00	7387	7236	151	142	1092	3
1218	1	3	2018-02-26 09:00:00	8635	8532	103	115	740	3
1219	1	3	2018-02-26 10:00:00	7272	7236	36	92	1108	3
1220	1	3	2018-02-26 11:00:00	8987	8964	23	89	1090	3
1221	1	3	2018-02-26 12:00:00	7176	7074	102	92	440	3
1222	1	3	2018-02-26 13:00:00	7580	7506	74	97	392	3
1223	1	3	2018-02-26 14:00:00	9592	9504	88	95	464	6
1224	1	3	2018-02-26 15:00:00	9796	9774	22	71	440	6
1225	1	3	2018-02-26 16:00:00	9572	9504	68	112	632	3
1226	1	3	2018-02-26 17:00:00	9568	9504	64	95	710	3
1227	1	3	2018-02-26 18:00:00	8784	8748	36	106	480	3
1228	1	3	2018-02-26 19:00:00	8762	8640	122	92	578	3
1229	1	3	2018-02-26 20:00:00	9467	9450	17	83	826	3
1230	1	3	2018-02-26 21:00:00	9092	9126	-34	52	2548	3
1231	1	3	2018-02-26 22:00:00	8608	8532	76	95	632	6
1232	1	3	2018-02-26 23:00:00	3130	3564	-434	91	654	6
1233	1	1	2018-02-27 00:00:00	8778	8154	624	92	494	7
1234	1	1	2018-02-27 01:00:00	9172	9126	46	119	628	7
1235	1	1	2018-02-27 02:00:00	9420	9450	-30	99	486	7
1236	1	1	2018-02-27 03:00:00	8960	8802	158	99	3384	7
1237	1	1	2018-02-27 04:00:00	9384	9396	-12	201	37726	7
