Line,Staff,StartTime,EndTime
2,3,2018-03-24 22:50:03,2018-03-25 06:40:03
2,2,2018-03-25 06:30:02,2018-03-25 15:00:02
2,3,2018-03-25 06:30:03,2018-03-25 15:00:03
2,2,2018-03-25 14:50:02,2018-03-25 23:00:02
2,3,2018-03-25 14:50:03,2018-03-25 23:00:03
2,2,2018-03-25 22:50:02,2018-03-26 06:40:02
2,3,2018-03-25 22:50:03,2018-03-26 06:40:03
2,2,2018-03-26 06:30:02,2018-03-26 15:00:02
2,3,2018-03-26 06:30:03,2018-03-26 15:00:03
2,2,2018-03-26 14:50:02,2018-03-26 23:00:02
2,3,2018-03-26 14:50:03,2018-03-26 23:00:03
2,2,2018-03-26 22:50:02,2018-03-27 06:40:02
2,3,2018-03-26 22:50:03,2018-03-27 06:40:03
2,2,2018-03-27 06:30:02,2018-03-27 15:00:02
2,3,2018-03-27 06:30:03,2018-03-27 15:00:03
2,2,2018-03-27 14:50:02,2018-03-27 23:00:02
2,3,2018-03-27 14:50:03,2018-03-27 23:00:03
2,2,2018-03-27 22:50:02,2018-03-28 06:36:00
2,3,2018-03-27 22:50:03,2018-03-28 06:36:14
2,2,2018-03-28 06:30:02,2018-03-28 06:36:00
2,3,2018-03-28 06:30:03,2018-03-28 06:36:14
2,2,2018-03-28 06:36:04,2018-03-28 06:36:14
2,2,2018-03-28 06:36:18,2018-03-28 15:00:00
2,2,2018-03-28 14:50:02,2018-03-28 17:16:58
2,3,2018-03-28 17:16:53,2018-03-28 23:00:00
2,3,2018-03-28 22:50:03,2018-03-29 06:40:03
2,3,2018-03-29 06:30:03,2018-03-29 15:00:03
2,3,2018-03-29 14:50:03,2018-03-29 23:00:03
2,3,2018-03-29 22:50:03,2018-03-30 06:40:03
2,3,2018-03-30 06:30:03,2018-03-30 15:00:03
2,3,2018-03-30 14:50:03,2018-03-30 23:00:03
2,3,2018-03-30 22:50:03,2018-03-31 06:40:03
2,3,2018-03-31 06:30:03,2018-03-31 15:00:03
2,3,2018-03-31 14:50:03,2018-03-31 23:00:03
2,3,2018-03-31 22:50:03,2018-04-01 06:40:03
